audiofile,min.avg_H,min.avg_S,min.avg_T,max.avg_H,max.avg_S,max.avg_T,titi_over_thresh_and_over_howler_spider,PrimateSpecies,CallDistance
HARPIA_20140211_054500.wav,-1.435,-2.016666667,-0.141,0.21,2.126666667,1.391,0,0,NA
HARPIA_20140211_063000.wav,-2.23,-2.143333333,-0.373,0.465,3.053333333,1.895,0,0,NA
HARPIA_20140211_070000.wav,-1.005,-1.963333333,-0.49,0.925,2.21,1.319,0,0,NA
HARPIA_20140211_071500.wav,-1.03,-2.053333333,-0.505,0.915,2.193333333,1.281,0,0,NA
HARPIA_20140211_073000.wav,-1.075,-2.026666667,-0.539,1.085,2.203333333,1.289,0,0,NA
HARPIA_20140211_074500.wav,-0.815,-1.986666667,-0.598,1.21,2.233333333,1.193,0,0,NA
HARPIA_20140211_080000.wav,-0.85,-2.256666667,-0.821,1.285,2.66,1.326,0,0,NA
HARPIA_20140212_054500.wav,-1.865,-2.916666667,-0.913,1.145,3.416666667,2.024,0,0,NA
HARPIA_20140212_063000.wav,-0.215,-2.053333333,-0.952,3.3,2.05,1.056,0,0,NA
HARPIA_20140212_064500.wav,-0.23,-1.98,-1.092,2.365,2.303333333,1.093,0,0,NA
HARPIA_20140212_070000.wav,-0.58,-2.026666667,-2.024,1.815,2.29,1.155,0,0,NA
HARPIA_20140212_071500.wav,-0.29,-2.22,-1.199,2.915,2.526666667,1.166,0,0,NA
HARPIA_20140212_073000.wav,-0.06,-2.49,-1.115,2.2,2.433333333,1.083,0,0,NA
HARPIA_20140212_074500.wav,0.165,-2.57,-1.227,2.62,2.543333333,1.023,0,0,NA
HARPIA_20140212_080000.wav,-1.315,-5.426666667,-2.389,2.815,5.24,2.445,0,0,NA
HARPIA_20140213_063000.wav,0.69,-2.37,-2.681,4.385,3.546666667,0.751,0,0,NA
HARPIA_20140213_064500.wav,1.05,-2.31,-2.145,4.645,2.723333333,0.771,0,0,NA
HARPIA_20140213_070000.wav,-0.62,-2.676666667,-2.924,4.32,2.996666667,1.099,0,0,NA
HARPIA_20140213_071500.wav,-0.675,-2.966666667,-3.356,3.85,3.29,1.73,0,0,NA
HARPIA_20140213_073000.wav,-0.865,-3.33,-3.762,4.54,3.26,2.275,0,0,NA
HARPIA_20140213_074500.wav,-1.005,-2.656666667,-3.351,4.595,3.77,1.332,0,0,NA
HARPIA_20140213_080000.wav,-0.015,-2.956666667,-2.718,5.94,4.016666667,2.023,0,0,NA
HARPIA_20140214_054500.wav,0.205,-3.196666667,-2.058,3.365,3.506666667,2.112,0,0,NA
HARPIA_20140214_064500.wav,1.88,-2.403333333,-1.934,4.76,5.95,0.876,0,0,NA
HARPIA_20140214_070000.wav,0.84,-2.563333333,-2.339,3.98,2.58,0.418,0,0,NA
HARPIA_20140214_071500.wav,-2.72,-3.473333333,-2.371,3.105,3.976666667,1.915,0,0,NA
HARPIA_20140214_080000.wav,-0.06,-4.59,-2.588,4.575,9.113333333,3.526,0,0,NA
HARPIA_20140215_063000.wav,-0.915,-4.19,-2.264,3.23,5.643333333,2.344,0,0,NA
HARPIA_20140215_064500.wav,0.275,-2.776666667,-1.794,3.16,3.293333333,1.066,0,0,NA
HARPIA_20140215_070000.wav,-0.22,-2.366666667,-2.376,2.835,3.003333333,0.868,0,0,NA
HARPIA_20140215_071500.wav,-1.165,-2.943333333,-1.598,2.5,4.093333333,1.46,0,0,NA
HARPIA_20140215_073000.wav,-0.845,-2.876666667,-2.288,3.22,4.553333333,1.09,0,0,NA
HARPIA_20140215_074500.wav,-2.51,-3.536666667,-2.498,2.76,4.8,2.82,0,0,NA
HARPIA_20140215_080000.wav,-0.715,-2.843333333,-2.673,2.895,3.393333333,0.976,0,0,NA
HARPIA_20140216_063000.wav,1.26,-2.06,-1.775,4.155,2.15,0.242,0,0,NA
HARPIA_20140216_064500.wav,0.82,-2.113333333,-1.611,3.625,2.016666667,0.367,0,0,NA
HARPIA_20140216_070000.wav,0.475,-1.953333333,-1.809,3.04,1.92,0.644,0,0,NA
HARPIA_20140216_071500.wav,0.29,-2.09,-2.507,3.715,1.743333333,0.999,0,0,NA
HARPIA_20140216_073000.wav,-0.61,-2.79,-2.896,3.45,2.256666667,1.812,0,0,NA
HARPIA_20140216_074500.wav,0.345,-2.116666667,-2.236,3.345,2.113333333,1.232,0,0,NA
HARPIA_20140216_080000.wav,0,-2.46,-2.358,3.845,2.33,1.606,0,0,NA
HARPIA_20140217_061500.wav,-0.495,-3.966666667,-2.88,5.855,4.883333333,2.294,0,0,NA
HARPIA_20140217_063000.wav,-1.73,-4.526666667,-2.506,4.3,5.243333333,2.714,0,0,NA
HARPIA_20140217_064500.wav,-0.915,-3.123333333,-1.891,3.455,4.28,1.701,0,0,NA
HARPIA_20140217_070000.wav,-1.28,-3.986666667,-2.105,3.115,5.64,2.956,0,0,NA
HARPIA_20140217_071500.wav,0.65,-2.733333333,-2.041,2.96,2.04,-0.084,0,0,NA
HARPIA_20140217_073000.wav,0.825,-2.793333333,-2.532,4.63,2.153333333,0.016,0,0,NA
HARPIA_20140217_074500.wav,0.84,-2.75,-1.978,3.545,1.823333333,0.128,0,0,NA
HARPIA_20140217_080000.wav,0.665,-2.233333333,-1.827,4.07,2.106666667,0.217,0,0,NA
HARPIA_20150207_063000.wav,0.85,-2.3,-1.914,3.715,3.73,0.83,0,0,NA
HARPIA_20150207_064500.wav,0.43,-2.223333333,-1.789,2.685,3.87,0.604,0,0,NA
HARPIA_20150207_070000.wav,0.735,-2.586666667,-1.709,3.555,4.093333333,0.551,0,0,NA
HARPIA_20150207_071500.wav,-2.195,-3.396666667,-2.098,3.66,5.233333333,2.758,0,0,NA
HARPIA_20150207_073000.wav,0.355,-2.42,-1.956,2.79,3.4,0.766,0,0,NA
HARPIA_20150207_074500.wav,0.4,-3.253333333,-2.111,3.805,4.816666667,0.956,0,0,NA
HARPIA_20150207_080000.wav,0.59,-2.206666667,-1.803,3.87,2.516666667,0.362,0,0,NA
HARPIA_20150208_054500.wav,0.705,-2.62,-1.368,3.405,3.953333333,0.915,0,0,NA
HARPIA_20150208_061500.wav,-0.805,-3.323333333,-2.928,5.185,8.61,3.061,0,0,NA
HARPIA_20150208_064500.wav,-1.495,-3.573333333,-2.09,4.055,7.46,3.709,0,0,NA
HARPIA_20150208_070000.wav,0.725,-2.796666667,-2.099,4.185,5.05,1.117,0,0,NA
HARPIA_20150208_074500.wav,-2.345,-4.246666667,-2.486,5.52,6.063333333,2.199,0,0,NA
HARPIA_20150208_080000.wav,-0.255,-2.74,-2.232,3.72,3.416666667,1.029,0,0,NA
HARPIA_20150209_054500.wav,-0.995,-1.89,-0.503,0.29,1.833333333,0.997,0,0,NA
HARPIA_20150209_060000.wav,-1.08,-1.906666667,-0.61,0.555,2.056666667,0.887,0,0,NA
HARPIA_20150209_061500.wav,-1.035,-1.926666667,-0.712,0.595,2.09,0.87,0,0,NA
HARPIA_20150209_063000.wav,-1.165,-1.676666667,-0.445,0.14,1.78,0.906,0,0,NA
HARPIA_20150209_064500.wav,-1.385,-1.643333333,-0.315,0.08,1.813333333,0.969,0,0,NA
HARPIA_20150209_070000.wav,-1.195,-1.653333333,-0.394,0.225,2.06,0.954,0,0,NA
HARPIA_20150209_071500.wav,-1.245,-1.613333333,-0.301,0.15,1.903333333,0.938,0,0,NA
HARPIA_20150209_073000.wav,-1.205,-1.63,-0.388,0.19,1.8,0.956,0,0,NA
HARPIA_20150209_074500.wav,-1.155,-1.713333333,-0.438,0.225,1.796666667,0.929,0,0,NA
HARPIA_20150209_080000.wav,-1.11,-1.94,-0.536,0.73,2.023333333,0.955,0,0,NA
HARPIA_20150210_054500.wav,0.145,-2.066666667,-1.651,2.93,2.35,0.506,0,0,NA
HARPIA_20150210_060000.wav,0.18,-2.816666667,-2.279,3.78,3.26,0.181,0,0,NA
HARPIA_20150210_061500.wav,0.895,-2.783333333,-2.276,3.825,1.833333333,0.003,0,0,NA
HARPIA_20150210_063000.wav,0.255,-3.4,-2.08,3.215,3.826666667,0.877,0,0,NA
HARPIA_20150210_064500.wav,0.29,-2.433333333,-1.885,2.78,2.36,0.336,0,0,NA
HARPIA_20150210_070000.wav,0.4,-2.74,-2.004,4.17,2.67,0.272,0,0,NA
HARPIA_20150210_071500.wav,0.555,-2.62,-2.093,4.125,3.523333333,0.654,0,0,NA
HARPIA_20150210_073000.wav,0.185,-2.693333333,-2.328,2.99,3.39,0.57,0,0,NA
HARPIA_20150210_074500.wav,0.24,-2.393333333,-2.68,2.855,2.49,0.442,0,0,NA
HARPIA_20150210_080000.wav,0.94,-2.813333333,-2.35,3.67,2.723333333,0.31,0,0,NA
HARPIA_20150211_054500.wav,-1.095,-1.693333333,-1.508,3.04,1.956666667,0.879,0,0,NA
HARPIA_20150211_060000.wav,-0.925,-1.903333333,-0.941,1.78,2.016666667,0.866,0,0,NA
HARPIA_20150211_061500.wav,-0.915,-1.983333333,-0.761,1.155,1.95,0.825,0,0,NA
HARPIA_20150211_063000.wav,-1.18,-1.773333333,-0.573,0.34,1.94,0.844,0,0,NA
HARPIA_20150211_064500.wav,-1.145,-1.776666667,-0.613,0.55,2,0.889,0,0,NA
HARPIA_20150211_070000.wav,-1.095,-1.933333333,-0.667,0.48,2.1,0.907,0,0,NA
HARPIA_20150211_071500.wav,-0.99,-1.813333333,-0.697,0.66,1.97,0.852,0,0,NA
HARPIA_20150211_073000.wav,-0.825,-2.1,-0.756,0.675,1.973333333,0.84,0,0,NA
HARPIA_20150211_074500.wav,-0.79,-1.916666667,-1.295,0.775,1.893333333,0.814,0,0,NA
HARPIA_20150211_080000.wav,-1.28,-3.47,-3.845,7.83,2.813333333,0.809,0,0,NA
HARPIA_20150212_054500.wav,0.295,-2.74,-1.737,2.925,3.476666667,1.034,0,0,NA
HARPIA_20150212_063000.wav,0.435,-4.343333333,-2.345,4.155,4.91,1.448,0,0,NA
HARPIA_20150212_064500.wav,0.245,-2.776666667,-1.518,3.17,3.03,0.936,0,0,NA
HARPIA_20150212_070000.wav,0.265,-2.426666667,-1.636,3.4,2.966666667,0.899,0,0,NA
HARPIA_20150212_071500.wav,-0.43,-3.266666667,-1.799,2.59,3.16,0.795,0,0,NA
HARPIA_20150212_073000.wav,0.425,-2.69,-1.571,2.785,3.553333333,0.974,0,0,NA
HARPIA_20150212_074500.wav,0.205,-2.416666667,-1.681,3.42,3.046666667,0.798,0,0,NA
HARPIA_20150212_080000.wav,0.45,-2.093333333,-1.512,2.485,1.693333333,0.208,0,0,NA
HARPIA_20150213_054500.wav,1.435,-2.19,-1.82,4.93,1.643333333,0.515,0,0,NA
HARPIA_20150213_061500.wav,-2.705,-3.833333333,-3.34,5.22,5.176666667,2.27,0,0,NA
HARPIA_20150213_063000.wav,0.88,-2.1,-2.119,3.94,2.483333333,0.385,0,0,NA
HARPIA_20150213_064500.wav,0.2,-2.996666667,-1.914,3.53,3.783333333,1.083,0,0,NA
HARPIA_20150213_070000.wav,-3.12,-4.543333333,-2.346,3.3,6.583333333,3.182,0,0,NA
HARPIA_20150213_071500.wav,-0.55,-2.703333333,-2.113,3.965,2.35,1.521,0,0,NA
HARPIA_20150213_073000.wav,-5.35,-4.666666667,-1.948,3.58,6.31,3.534,0,0,NA
HARPIA_20150213_074500.wav,0.37,-2.616666667,-2.045,3.83,2.906666667,0.893,0,0,NA
HARPIA_20150213_080000.wav,-0.215,-3.31,-2.725,4.07,3.933333333,0.742,0,0,NA
HARPIA_20150214_054500.wav,0.34,-2.136666667,-1.495,3.43,2.423333333,0.77,0,0,NA
HARPIA_20150214_064500.wav,0.51,-2.446666667,-2.444,3.51,2.753333333,1.28,0,0,NA
HARPIA_20150214_070000.wav,-0.765,-3.24,-2.224,2.94,4.446666667,1.499,0,0,NA
HARPIA_20150214_071500.wav,-0.51,-2.866666667,-2.277,3.9,3.683333333,0.983,0,0,NA
HARPIA_20150214_073000.wav,-3.41,-2.56,-1.275,2.205,1.976666667,1.923,0,0,NA
HARPIA_20150214_074500.wav,-2.29,-1.78,-0.396,0.1,1.963333333,1.689,0,0,NA
HARPIA_20150214_080000.wav,-2.62,-2.14,-0.612,0.415,2.07,2.373,0,0,NA
HARPIA_20150215_054500.wav,-2.02,-2.37,-0.88,0.7,6.273333333,2.103,0,0,NA
HARPIA_20150215_060000.wav,-1.525,-2.17,-1.597,0.855,2.103333333,1.235,0,0,NA
HARPIA_20150215_061500.wav,-1.665,-2.413333333,-1.922,1.105,2.18,1.482,0,0,NA
HARPIA_20150215_063000.wav,-1.01,-1.99,-1.142,1.07,2.35,0.672,0,0,NA
HARPIA_20150215_064500.wav,-1.185,-2.386666667,-1.096,0.805,3.02,1.018,0,0,NA
HARPIA_20150215_070000.wav,-1.345,-3.096666667,-1.827,2.36,4.683333333,1.566,0,0,NA
HARPIA_20150215_071500.wav,-0.635,-2.11,-1.277,1.61,2.14,0.602,0,0,NA
HARPIA_20150215_073000.wav,-0.72,-2.586666667,-1.378,1.65,2.47,0.978,0,0,NA
HARPIA_20150215_074500.wav,-1.015,-2.486666667,-1.472,1.58,3.403333333,1.03,0,0,NA
HARPIA_20150215_080000.wav,-0.89,-3.18,-1.386,1.575,3.526666667,1.116,0,0,NA
HARPIA_20150216_054500.wav,-0.59,-2.533333333,-1.71,3,4.413333333,1.177,0,0,NA
HARPIA_20150216_061500.wav,-1.44,-2.64,-2.633,2.045,2.436666667,1.083,0,0,NA
HARPIA_20150216_063000.wav,-0.39,-2.38,-1.459,1.66,2.946666667,0.854,0,0,NA
HARPIA_20150216_064500.wav,-2.885,-3.386666667,-2.168,1.4,3.086666667,2.826,0,0,NA
HARPIA_20150216_070000.wav,-1.18,-2.48,-1.628,1.805,2.273333333,1.076,0,0,NA
HARPIA_20150216_071500.wav,0.025,-2.12,-1.486,2.005,2.733333333,0.606,0,0,NA
HARPIA_20150216_073000.wav,-3.87,-3.53,-2.236,2.42,5.793333333,1.948,0,0,NA
HARPIA_20150216_074500.wav,-1.11,-2.646666667,-1.987,2.185,3.803333333,1.163,0,0,NA
HARPIA_20150216_080000.wav,0.25,-2.186666667,-2.329,2.25,1.803333333,0.561,0,0,NA
HARPIA_20150217_054500.wav,0.68,-2.786666667,-2.743,5.07,1.92,-0.061,0,0,NA
HARPIA_20150217_064500.wav,0.375,-2.26,-1.692,2.65,4.216666667,0.54,0,0,NA
HARPIA_20150217_070000.wav,-0.345,-2.693333333,-1.841,2.8,5.35,1.456,0,0,NA
HARPIA_20150217_073000.wav,0.11,-2.52,-1.921,3.115,3.363333333,0.369,0,0,NA
HARPIA_20150217_074500.wav,-1.86,-3.38,-1.863,2.65,5.616666667,1.296,0,0,NA
HARPIA_20150217_080000.wav,-0.065,-2.68,-2.106,3.04,3.713333333,0.47,0,0,NA
HARPIA_20150218_054500.wav,2.03,-2.36,-2.104,4.67,1.676666667,-0.383,0,0,NA
HARPIA_20150218_060000.wav,1.04,-3.443333333,-3.051,6.725,3.87,0.504,0,0,NA
HARPIA_20150218_061500.wav,2.18,-2.81,-3.453,7.29,3.95,0.081,0,0,NA
HARPIA_20150218_074500.wav,-0.065,-3.29,-2.752,3.68,7.433333333,1.45,0,0,NA
HARPIA_20150218_080000.wav,-3.795,-4.44,-3.288,5.4,8.873333333,2.416,0,0,NA
HARPIA_20160126_054500.wav,0.815,-2.573333333,-2.555,4.28,2.97,0.727,0,0,NA
HARPIA_20160126_070000.wav,0.75,-2.89,-2.085,4.11,3.83,0.689,0,0,NA
HARPIA_20160126_071500.wav,0.655,-2.68,-2.272,5.04,4.556666667,1.497,0,0,NA
HARPIA_20160126_074500.wav,0.685,-2.546666667,-2.544,4.525,2.71,-0.244,0,0,NA
HARPIA_20160126_080000.wav,0.76,-3.02,-2.693,4.51,3.103333333,0.482,0,0,NA
HARPIA_20160127_070000.wav,0.55,-2.24,-2.24,3.325,2.693333333,0.225,0,0,NA
HARPIA_20160127_074500.wav,1.485,-2.336666667,-2.189,3.595,2.773333333,0.122,0,0,NA
HARPIA_20160127_080000.wav,0.685,-2.936666667,-2.365,3.83,4.57,0.195,0,0,NA
HARPIA_20160128_054500.wav,1.415,-2.143333333,-1.795,4.345,1.653333333,-0.029,0,0,NA
HARPIA_20160128_070000.wav,0.655,-2.27,-2.409,4.555,2.776666667,0.131,0,0,NA
HARPIA_20160128_071500.wav,-1.955,-3.203333333,-2.815,4.385,8.126666667,3.389,0,0,NA
HARPIA_20160128_073000.wav,-1.345,-3.903333333,-3.959,4.395,5.11,1.991,0,0,NA
HARPIA_20160128_080000.wav,-0.97,-2.693333333,-3.235,3.045,4.223333333,1.035,0,0,NA
HARPIA_20160129_064500.wav,1.495,-2.18,-2.244,4.24,3.08,0.218,0,0,NA
HARPIA_20160129_070000.wav,0.19,-2.66,-2.737,4.16,2.816666667,0.27,0,0,NA
HARPIA_20160129_071500.wav,0.535,-2.746666667,-3.182,3.915,2.863333333,0.283,0,0,NA
HARPIA_20160129_073000.wav,0.56,-3.136666667,-3.247,4.035,3.47,0.617,0,0,NA
HARPIA_20160129_074500.wav,0.22,-2.596666667,-2.521,3.18,2.946666667,0.501,0,0,NA
HARPIA_20160129_080000.wav,0.605,-3.16,-3.107,3.71,3.733333333,0.524,0,0,NA
HARPIA_20160130_054500.wav,0.725,-2.863333333,-1.814,4.185,8.003333333,1.66,0,0,NA
HARPIA_20160130_063000.wav,0.56,-2.576666667,-1.913,3.95,2.376666667,1.007,0,0,NA
HARPIA_20160130_070000.wav,-1.205,-2.936666667,-2.905,4.345,3.743333333,1.438,0,0,NA
HARPIA_20160130_071500.wav,-0.305,-4.496666667,-2.442,3.855,4.723333333,2.247,0,0,NA
HARPIA_20160130_073000.wav,1.39,-2.176666667,-1.798,4.155,2.586666667,0.398,0,0,NA
HARPIA_20160130_074500.wav,-0.2,-2.616666667,-1.803,3.3,3.583333333,0.639,0,0,NA
HARPIA_20160130_080000.wav,-0.765,-2.746666667,-1.89,3.17,5.313333333,1.561,0,0,NA
HARPIA_20160131_063000.wav,-0.25,-3.89,-2.632,3.665,4.45,2.214,0,0,NA
HARPIA_20160131_070000.wav,-0.865,-4.516666667,-1.98,3.185,5.793333333,3.045,0,0,NA
HARPIA_20160131_071500.wav,-1.28,-3.32,-1.649,3.385,4.733333333,1.965,0,0,NA
HARPIA_20160131_073000.wav,-0.62,-2.763333333,-1.69,2.84,5.19,2.083,0,0,NA
HARPIA_20160131_080000.wav,-0.94,-3.09,-1.787,2.91,4.823333333,1.22,0,0,NA
HARPIA_20160201_061500.wav,-3.255,-6.006666667,-2.893,4.78,11.73,3.576,0,0,NA
HARPIA_20160201_063000.wav,1.45,-2.213333333,-2.015,4.28,2.916666667,0.724,0,0,NA
HARPIA_20160201_064500.wav,0.145,-3.743333333,-2.759,4.33,3.79,0.594,0,0,NA
HARPIA_20160201_070000.wav,0.19,-3.59,-2.886,4.31,2.81,0.365,0,0,NA
HARPIA_20160201_071500.wav,0.36,-3.266666667,-3.496,4.35,4.133333333,0.75,0,0,NA
HARPIA_20160201_073000.wav,0.91,-3.413333333,-2.757,3.87,2.723333333,0.008,0,0,NA
HARPIA_20160201_074500.wav,-0.555,-2.99,-2.517,3.745,2.883333333,0.239,0,0,NA
HARPIA_20160201_080000.wav,1.19,-2.373333333,-2.412,3.995,2.456666667,-0.126,0,0,NA
HARPIA_20160202_064500.wav,0.82,-1.973333333,-2.241,3.525,2.22,0.443,0,0,NA
HARPIA_20160202_071500.wav,-0.975,-4.35,-2.137,2.86,7.283333333,1.951,0,0,NA
HARPIA_20160202_073000.wav,-1.335,-3.886666667,-2.567,2.77,9.146666667,1.559,0,0,NA
HARPIA_20160202_074500.wav,-1.205,-4.063333333,-2.524,3.11,8.373333333,2.186,0,0,NA
HARPIA_20160202_080000.wav,-0.71,-3.303333333,-2.444,2.88,3.24,0.755,0,0,NA
HARPIA_20160203_063000.wav,1.385,-2.62,-2.953,4.005,2.593333333,0.135,0,0,NA
HARPIA_20160203_064500.wav,0.465,-2.723333333,-2.596,4.03,5.03,0.653,0,0,NA
HARPIA_20160203_074500.wav,-0.345,-3.163333333,-2.498,3.35,4.286666667,0.819,0,0,NA
HARPIA_20160203_080000.wav,-1.905,-3.57,-2.459,2.655,5.07,1.499,0,0,NA
HARPIA_20160204_063000.wav,-1.03,-3.176666667,-2.894,2.935,4.56,0.774,0,0,NA
HARPIA_20160204_064500.wav,-0.11,-2.996666667,-1.986,2.55,4.453333333,1.325,0,0,NA
HARPIA_20160204_070000.wav,-1.44,-3.783333333,-2.049,2.49,4.556666667,0.977,0,0,NA
HARPIA_20160204_071500.wav,-0.155,-2.953333333,-2.431,3.145,2.95,0.346,0,0,NA
HARPIA_20160204_074500.wav,-0.025,-2.426666667,-2.613,2.57,2.246666667,-0.059,0,0,NA
HARPIA_20160204_080000.wav,-2.745,-3.976666667,-3.274,5.805,3.843333333,1.129,0,0,NA
HARPIA_20170212_064500.wav,0.375,-2.726666667,-2.382,3.825,3.116666667,0.473,0,0,NA
HARPIA_20170212_074500.wav,0.31,-3.416666667,-2.717,4.45,4.046666667,0.421,0,0,NA
HARPIA_20170212_080000.wav,-0.4,-2.98,-2.288,4.115,4.03,1.25,0,0,NA
HARPIA_20170213_073000.wav,0.455,-3.106666667,-2.76,4.7,2.96,0.221,0,0,NA
HARPIA_20170213_074500.wav,1.94,-2.25,-2.552,4.765,2.74,0.304,0,0,NA
HARPIA_20170213_080000.wav,1.76,-2.56,-3.721,5.1,2.356666667,-0.426,0,0,NA
HARPIA_20170214_054500.wav,-1.7,-1.74,-0.054,-0.405,1.803333333,1.219,0,0,NA
HARPIA_20170214_060000.wav,-1.665,-1.563333333,-0.082,-0.39,1.68,1.237,0,0,NA
HARPIA_20170214_061500.wav,-1.56,-1.72,-0.167,-0.22,1.736666667,1.171,0,0,NA
HARPIA_20170214_063000.wav,-1.745,-1.856666667,-0.14,-0.27,1.79,1.202,0,0,NA
HARPIA_20170214_064500.wav,-1.755,-1.663333333,-0.051,-0.385,1.716666667,1.195,0,0,NA
HARPIA_20170214_070000.wav,-1.51,-1.733333333,-0.207,-0.2,1.903333333,1.116,0,0,NA
HARPIA_20170214_071500.wav,-1.465,-1.74,-0.264,-0.1,1.84,1.115,0,0,NA
HARPIA_20170214_074500.wav,-1.56,-1.77,-0.335,0.83,1.97,1.103,0,0,NA
HARPIA_20170214_080000.wav,-1.215,-1.903333333,-0.507,0.515,1.96,1.05,0,0,NA
HARPIA_20170215_063000.wav,-0.045,-2.613333333,-1.804,2.975,7.353333333,1.511,0,0,NA
HARPIA_20170215_073000.wav,-3.43,-3.61,-2.157,2.72,4.643333333,2.623,0,0,NA
HARPIA_20170215_074500.wav,-1.705,-3.186666667,-1.877,2.54,4.02,1.647,0,0,NA
HARPIA_20170215_080000.wav,0.94,-2.123333333,-1.533,2.64,1.923333333,0.1,0,0,NA
HARPIA_20170216_054500.wav,-0.73,-2.186666667,-0.884,1.025,1.98,0.969,0,0,NA
HARPIA_20170216_064500.wav,-1.315,-2.966666667,-1.697,3.345,5.406666667,2.623,0,0,NA
HARPIA_20170216_070000.wav,-2.33,-3.393333333,-1.73,2.31,4.14,2.281,0,0,NA
HARPIA_20170216_071500.wav,-2.38,-3.406666667,-1.752,2.37,4.833333333,2.724,0,0,NA
HARPIA_20170216_074500.wav,-1.5,-3.486666667,-1.748,2.375,3.563333333,2.311,0,0,NA
HARPIA_20170217_054500.wav,0.71,-1.87,-1.203,2.525,1.796666667,0.319,0,0,NA
HARPIA_20170217_063000.wav,1.31,-2.72,-1.875,3.485,3.363333333,0.11,0,0,NA
HARPIA_20170217_064500.wav,1.03,-2.13,-1.849,4.07,2.143333333,0.226,0,0,NA
HARPIA_20170217_073000.wav,-2.515,-1.74,-1.073,1.89,2.026666667,1.455,0,0,NA
HARPIA_20170218_054500.wav,-1.365,-2.343333333,-0.752,0.64,3.373333333,1.383,0,0,NA
HARPIA_20170218_063000.wav,-1.01,-2.14,-0.745,0.77,2.166666667,0.818,0,0,NA
HARPIA_20170218_064500.wav,-1.07,-1.986666667,-0.88,0.795,2.363333333,0.928,0,0,NA
HARPIA_20170218_070000.wav,-1.3,-2.25,-0.968,1.175,2.073333333,1.05,0,0,NA
HARPIA_20170218_071500.wav,-0.835,-2.156666667,-0.922,0.84,2.443333333,0.995,0,0,NA
