audiofile,min.avg_H,min.avg_S,min.avg_T,max.avg_H,max.avg_S,max.avg_T,titi_over_thresh_and_over_howler_spider,PrimateSpecies,CallDistance
HARPIA_20170218_073000.wav,-1.615,-5.613333333,-2.681,2.115,6.476666667,2.587,0,0,NA
HARPIA_20170218_074500.wav,-1.485,-2.866666667,-1.924,1.98,4.926666667,1.676,0,0,NA
HARPIA_20170218_080000.wav,-0.665,-2.47,-1.466,1.98,2.79,1.25,0,0,NA
HARPIA_20170219_063000.wav,-0.535,-3.576666667,-2.071,3.355,5.53,2.394,0,0,NA
HARPIA_20170219_064500.wav,-0.46,-2.61,-1.507,2.3,3.993333333,1.137,0,0,NA
HARPIA_20170219_073000.wav,-0.135,-2.85,-1.694,2.665,3.75,0.917,0,0,NA
HARPIA_20170219_074500.wav,-0.045,-3.006666667,-2.03,3.53,4.97,1.248,0,0,NA
HARPIA_20170219_080000.wav,-1.05,-3.61,-2.213,3.1,4.916666667,1.674,0,0,NA
HARPIA_20170220_063000.wav,0.635,-2.336666667,-1.418,3.125,2.273333333,0.789,0,0,NA
HARPIA_20170220_064500.wav,0.635,-2.136666667,-1.394,2.865,2.596666667,0.518,0,0,NA
HARPIA_20170220_070000.wav,0.2,-2.64,-1.687,3.62,3.193333333,0.662,0,0,NA
HARPIA_20170220_071500.wav,-3.31,-3.573333333,-2.012,2.85,4.326666667,1.834,0,0,NA
HARPIA_20170220_073000.wav,-3.81,-4.643333333,-2.52,3.52,7.746666667,3.598,0,0,NA
HARPIA_20170220_074500.wav,-0.16,-3.92,-4.147,8.58,4.18,0.891,0,0,NA
HARPIA_20170221_063000.wav,-2.415,-3.606666667,-2.638,3.675,4.66,1.907,0,0,NA
HARPIA_20170221_064500.wav,-0.47,-3.346666667,-1.927,3.665,4.323333333,1.341,0,0,NA
HARPIA_20170221_070000.wav,0.62,-3.01,-2.128,3.595,4.26,0.957,0,0,NA
HARPIA_20170221_071500.wav,0.57,-2.813333333,-2.365,3.53,4.033333333,1.225,0,0,NA
HARPIA_20170221_073000.wav,0.57,-2.473333333,-2.233,3.995,3.126666667,1.002,0,0,NA
HARPIA_20170221_074500.wav,-1.04,-3.313333333,-2.356,2.73,4.753333333,1.204,0,0,NA
HARPIA_20170221_080000.wav,-0.395,-2.813333333,-1.835,2.205,2.636666667,0.471,0,0,NA
HARPIA_20170222_054500.wav,-2.15,-1.85,-0.532,0.215,3.223333333,1.867,0,0,NA
HARPIA_20170222_060000.wav,-1.5,-1.796666667,-0.962,1.4,2.04,0.9,0,0,NA
HARPIA_20170222_063000.wav,-2.165,-1.63,-0.363,-0.325,1.706666667,1.098,0,0,NA
HARPIA_20170222_064500.wav,-1.945,-1.756666667,-0.63,0.155,1.763333333,1.069,0,0,NA
HARPIA_20170222_070000.wav,-2.34,-2.22,-0.993,-0.235,2.266666667,1.818,0,0,NA
HARPIA_20170222_071500.wav,-1.65,-1.74,-0.472,-0.13,1.68,0.909,0,0,NA
HARPIA_20170222_073000.wav,-3.01,-2.033333333,-0.749,-0.21,2.78,2.295,0,0,NA
HARPIA_20170222_074500.wav,-1.64,-2.033333333,-0.632,0.1,2.246666667,1.261,0,0,NA
HARPIA_20170222_080000.wav,-1.53,-1.876666667,-0.59,-0.05,1.796666667,0.819,0,0,NA
HARPIA_20170223_061500.wav,0.26,-2.006666667,-2.163,3.35,2.303333333,0.142,0,0,NA
HARPIA_20170223_063000.wav,0.29,-2.153333333,-2.067,2.66,2.373333333,0.324,0,0,NA
HARPIA_20170223_064500.wav,-0.025,-2.18,-1.517,2.41,2.103333333,0.602,0,0,NA
HARPIA_20170223_070000.wav,-0.99,-2.203333333,-1.855,1.94,2.866666667,0.892,0,0,NA
HARPIA_20170223_071500.wav,-0.215,-2.833333333,-2.121,2.025,2.8,0.719,0,0,NA
HARPIA_20170223_073000.wav,0.215,-2.42,-1.706,2,2.68,0.441,0,0,NA
HARPIA_20170223_080000.wav,-1.02,-2.916666667,-1.587,2.725,4.776666667,2.813,0,0,NA
HARPIA_20170224_063000.wav,-1.745,-3.113333333,-1.79,2.835,3.64,1.33,0,0,NA
HARPIA_20170224_064500.wav,0.635,-2,-2.032,3.355,2.256666667,0.244,0,0,NA
HARPIA_20170224_070000.wav,0.555,-2.136666667,-1.486,2.5,2.056666667,0.424,0,0,NA
HARPIA_20170224_071500.wav,-0.125,-2.663333333,-1.933,2.715,3.803333333,1.332,0,0,NA
HARPIA_20170224_073000.wav,-0.11,-2.466666667,-1.697,2.47,3.166666667,1.212,0,0,NA
HARPIA_20170224_074500.wav,-0.63,-3.02,-2.232,2.92,3.043333333,1.215,0,0,NA
HARPIA_20170224_080000.wav,-3.755,-4.78,-2.617,3.2,6.93,2.421,0,0,NA
PUMA_20130301_054500.wav,-1.71,-2.72,-0.81,0.64,4.903333333,1.874,0,0,NA
PUMA_20130301_060000.wav,-1.13,-1.773333333,-0.592,0.335,1.946666667,0.823,0,0,NA
PUMA_20130301_061500.wav,-1.135,-1.686666667,-0.487,0.105,1.71,0.797,0,0,NA
PUMA_20130301_063000.wav,-1.365,-1.65,-0.329,-0.065,1.756666667,0.917,0,0,NA
PUMA_20130301_064500.wav,-1.345,-1.726666667,-0.418,0.075,1.873333333,0.908,0,0,NA
PUMA_20130301_070000.wav,-1.165,-1.823333333,-0.541,0.185,1.783333333,0.869,0,0,NA
PUMA_20130301_071500.wav,-1.81,-9.28,-4.829,4.99,8.173333333,3.608,0,0,NA
PUMA_20130301_073000.wav,0.445,-2.743333333,-2.127,3.45,4.91,1.859,0,0,NA
PUMA_20130301_074500.wav,0.69,-2.673333333,-1.925,3.325,3.076666667,0.711,0,0,NA
PUMA_20130301_080000.wav,-0.95,-1.793333333,-0.517,0.645,1.6,0.707,0,0,NA
PUMA_20130302_054500.wav,0.39,-2.746666667,-2.769,6.61,2.03,0.51,0,0,NA
PUMA_20130302_063000.wav,0.155,-5.1,-3.292,4.255,6.656666667,2.264,0,0,NA
PUMA_20130302_070000.wav,0.4,-2.423333333,-1.609,3.12,1.806666667,0.811,0,0,NA
PUMA_20130302_074500.wav,0.605,-2.116666667,-1.419,2.54,1.68,0.14,0,0,NA
PUMA_20130303_054500.wav,-1.32,-11.28,-5.93,6.755,10.42,4.011,0,0,NA
PUMA_20130303_063000.wav,-0.3,-6.336666667,-4.093,4.855,8.753333333,3.567,0,0,NA
PUMA_20130303_070000.wav,0.57,-3.66,-2.601,4.01,5.726666667,1.896,0,0,NA
PUMA_20130303_071500.wav,-0.38,-8.01,-4.243,4.805,7.173333333,2.7,0,0,NA
PUMA_20130303_080000.wav,0.745,-1.84,-1.298,2.295,1.446666667,0.19,0,0,NA
PUMA_20130304_054500.wav,0.555,-1.783333333,-0.996,1.85,1.486666667,0.187,0,0,NA
PUMA_20130304_060000.wav,0.62,-1.846666667,-0.976,1.915,1.483333333,0.207,0,0,NA
PUMA_20130304_061500.wav,0.605,-1.693333333,-0.982,1.84,1.393333333,0.17,0,0,NA
PUMA_20130304_063000.wav,0.545,-1.88,-0.958,1.82,1.473333333,0.224,0,0,NA
PUMA_20130304_064500.wav,0.615,-1.69,-0.967,1.835,1.446666667,0.216,0,0,NA
PUMA_20130304_070000.wav,0.575,-1.723333333,-0.975,1.77,1.476666667,0.208,0,0,NA
PUMA_20130304_080000.wav,0.595,-2.06,-0.954,1.785,1.423333333,0.218,0,0,NA
PUMA_20130305_054500.wav,0.55,-1.796666667,-0.957,1.845,1.466666667,0.243,0,0,NA
PUMA_20130305_060000.wav,0.585,-1.88,-0.976,1.855,1.656666667,0.229,0,0,NA
PUMA_20130305_061500.wav,0.485,-1.796666667,-0.973,1.86,1.546666667,0.216,0,0,NA
PUMA_20130305_063000.wav,0.53,-1.696666667,-0.993,1.825,1.546666667,0.195,0,0,NA
PUMA_20130305_064500.wav,0.61,-1.883333333,-0.961,1.8,1.476666667,0.181,0,0,NA
PUMA_20130305_070000.wav,0.635,-1.926666667,-0.963,1.755,1.296666667,0.205,0,0,NA
PUMA_20130305_071500.wav,0.625,-1.86,-0.972,1.795,1.52,0.227,0,0,NA
PUMA_20130305_080000.wav,0.625,-1.656666667,-0.936,1.89,1.5,0.205,0,0,NA
PUMA_20140205_054500.wav,-1.8,-1.563333333,-0.2,0.825,2.156666667,1.672,0,0,NA
PUMA_20140205_070000.wav,-0.565,-3.946666667,-1.767,4.915,6.966666667,2.272,0,0,NA
PUMA_20140206_061500.wav,0.765,-3.993333333,-2.755,7.185,7.783333333,1.908,0,0,NA
PUMA_20140206_063000.wav,-0.215,-4.856666667,-2.761,6.705,5.886666667,3.234,0,0,NA
PUMA_20140206_064500.wav,0.06,-4.863333333,-2.182,5.685,7.906666667,4.779,0,0,NA
PUMA_20140206_070000.wav,1.015,-4.516666667,-2.143,5.635,8.29,2.646,0,0,NA
PUMA_20140206_073000.wav,2.29,-3.98,-2.588,6.38,5.416666667,0.838,0,0,NA
PUMA_20140206_074500.wav,1.685,-3.476666667,-2.65,7.33,5.906666667,1.565,0,0,NA
PUMA_20140206_080000.wav,0.15,-4.143333333,-4.146,9.15,5.25,1.47,0,0,NA
PUMA_20140207_054500.wav,1.2,-2.496666667,-1.688,3.555,2.58,0.404,0,0,NA
PUMA_20140207_070000.wav,-3.57,-4.673333333,-2.776,4.365,10.46666667,4.573,0,0,NA
PUMA_20140207_073000.wav,-0.095,-4.13,-2.06,4.45,8.023333333,2.112,0,0,NA
PUMA_20140208_054500.wav,-1.735,-3.136666667,-1.739,2.835,4.24,1.128,0,0,NA
PUMA_20140208_060000.wav,-1.49,-2.34,-1.549,2.745,1.916666667,0.659,0,0,NA
PUMA_20140208_061500.wav,-1.505,-1.703333333,-0.248,0.065,1.76,1.011,0,0,NA
PUMA_20140208_063000.wav,-1.305,-1.576666667,-0.306,0.07,1.783333333,0.962,0,0,NA
PUMA_20140208_064500.wav,-1.215,-1.693333333,-0.316,0.12,1.77,0.931,0,0,NA
PUMA_20140208_070000.wav,-1.31,-1.89,-0.386,0.105,1.74,0.993,0,0,NA
PUMA_20140208_071500.wav,-1.33,-2.026666667,-0.437,0.21,2.03,1.077,0,0,NA
PUMA_20140208_073000.wav,-1.645,-2.093333333,-0.614,0.68,1.903333333,1.072,0,0,NA
PUMA_20140208_074500.wav,-1.315,-1.833333333,-0.441,0.03,1.716666667,1.027,0,0,NA
PUMA_20140208_080000.wav,-1.325,-1.73,-0.384,0.095,1.923333333,1.003,0,0,NA
PUMA_20140209_054500.wav,-0.225,-2.316666667,-2.324,4.125,2.696666667,0.752,0,0,NA
PUMA_20140209_060000.wav,-0.47,-2.996666667,-1.571,3.065,2.513333333,1.206,0,0,NA
PUMA_20140209_063000.wav,0.265,-2.353333333,-2.537,2.645,2.833333333,0.375,0,0,NA
PUMA_20140209_064500.wav,-0.34,-2.663333333,-1.996,2.425,2.3,0.97,0,0,NA
PUMA_20140209_073000.wav,-0.365,-3.156666667,-1.736,2.695,4.253333333,0.922,0,0,NA
PUMA_20140209_074500.wav,0.005,-2.716666667,-1.475,2.5,2.18,0.57,0,0,NA
PUMA_20140209_080000.wav,-1.08,-1.74,-0.525,0.765,1.78,0.893,0,0,NA
PUMA_20140210_054500.wav,-1.33,-1.843333333,-0.432,0.34,2.04,1.171,0,0,NA
PUMA_20140210_060000.wav,-2.605,-3.083333333,-1.019,0.37,2.126666667,1.517,0,0,NA
PUMA_20140210_061500.wav,-1.605,-2.326666667,-0.603,0.43,2.963333333,1.5,0,0,NA
PUMA_20140210_063000.wav,-1.2,-1.846666667,-0.59,0.365,2.116666667,0.972,0,0,NA
PUMA_20140210_064500.wav,-1.25,-2,-0.56,0.41,1.963333333,1.028,0,0,NA
PUMA_20140210_070000.wav,-1.235,-1.98,-0.603,0.645,1.92,0.967,0,0,NA
PUMA_20140210_071500.wav,-1.25,-2.13,-0.616,0.29,2.01,1.055,0,0,NA
PUMA_20140210_073000.wav,-2.31,-2.12,-0.582,0.395,1.986666667,1.376,0,0,NA
PUMA_20140210_074500.wav,-1.255,-3.133333333,-2.103,3.795,3.25,1.449,0,0,NA
PUMA_20140210_080000.wav,-1.185,-2.06,-1.139,0.495,2.126666667,0.957,0,0,NA
PUMA_20140211_054500.wav,-1.245,-2.17,-0.816,0.64,2.023333333,1.016,0,0,NA
PUMA_20140211_060000.wav,-0.53,-2.35,-1.373,2.82,2.646666667,1.089,0,0,NA
PUMA_20140211_063000.wav,-0.88,-1.963333333,-1.364,2.28,2.16,0.953,0,0,NA
PUMA_20140211_064500.wav,-0.765,-2.056666667,-0.954,1.145,2.006666667,0.729,0,0,NA
PUMA_20140211_070000.wav,-0.775,-2.81,-1.426,1.58,2.346666667,0.865,0,0,NA
PUMA_20140211_071500.wav,-0.645,-2.146666667,-1.043,1.01,2.11,0.706,0,0,NA
PUMA_20140211_073000.wav,-1,-2.266666667,-0.961,1.205,2.423333333,1.009,0,0,NA
PUMA_20140211_074500.wav,-1.14,-2.966666667,-1.36,1.82,3.643333333,1.623,0,0,NA
PUMA_20140211_080000.wav,-0.815,-2.803333333,-1.304,1.44,2.666666667,1.246,0,0,NA
PUMA_20140212_054500.wav,-0.975,-2.22,-1.336,1.89,1.96,0.802,0,0,NA
PUMA_20140212_060000.wav,-1.025,-2.816666667,-1.495,1.35,3.243333333,1.326,0,0,NA
PUMA_20140212_061500.wav,-1.51,-3.206666667,-1.528,0.965,3.85,1.848,0,0,NA
PUMA_20140212_063000.wav,-1.045,-1.973333333,-0.944,0.84,2.3,0.953,0,0,NA
PUMA_20140212_064500.wav,-0.825,-2.07,-0.88,0.93,2.006666667,0.793,0,0,NA
PUMA_20140212_070000.wav,-0.82,-2.073333333,-0.892,1.18,2.4,0.805,0,0,NA
PUMA_20140212_071500.wav,-0.585,-2.01,-0.994,1.085,2.09,0.706,0,0,NA
PUMA_20140212_073000.wav,-0.35,-2.33,-1.25,1.525,2.253333333,0.64,0,0,NA
PUMA_20140212_074500.wav,0.035,-2.226666667,-1.469,2.06,1.996666667,0.445,0,0,NA
PUMA_20140212_080000.wav,0.11,-2.276666667,-1.224,1.8,1.993333333,0.501,0,0,NA
PUMA_20140213_054500.wav,1.065,-2.07,-1.681,3.76,1.616666667,0.198,0,0,NA
PUMA_20140213_063000.wav,1.12,-1.746666667,-1.743,2.825,2.116666667,0.006,0,0,NA
PUMA_20140213_064500.wav,1.25,-1.813333333,-1.52,2.855,1.433333333,0.042,0,0,NA
PUMA_20140213_070000.wav,1.2,-1.976666667,-1.317,3.045,1.503333333,0.017,0,0,NA
PUMA_20140213_071500.wav,1.12,-1.87,-1.339,2.75,1.62,0.285,0,0,NA
PUMA_20140213_073000.wav,1.065,-2.1,-1.201,2.715,1.943333333,0.318,0,0,NA
PUMA_20140213_074500.wav,0.665,-2.066666667,-1.464,2.665,1.913333333,0.263,0,0,NA
PUMA_20140213_080000.wav,1.095,-2.076666667,-1.622,3.065,1.506666667,0.015,0,0,NA
PUMA_20140214_061500.wav,1.74,-2.016666667,-3.063,5.23,1.453333333,-0.012,0,0,NA
PUMA_20140214_063000.wav,1.945,-1.976666667,-1.916,4.005,1.533333333,-0.18,0,0,NA
PUMA_20140214_064500.wav,1.965,-2.02,-1.992,4.82,1.93,0.038,0,0,NA
PUMA_20140214_070000.wav,1.55,-2.276666667,-1.683,4.455,1.99,0.079,0,0,NA
PUMA_20140214_073000.wav,1.33,-2.016666667,-1.752,3.7,1.61,0.022,0,0,NA
PUMA_20140214_074500.wav,1.235,-2.033333333,-1.34,3.125,2.6,0.453,0,0,NA
PUMA_20140214_080000.wav,1.08,-2.443333333,-2.068,3.32,2.983333333,0.308,0,0,NA
PUMA_20150208_061500.wav,-1.53,-2.766666667,-2.651,3.515,3.48,1.1,0,0,NA
PUMA_20150209_054500.wav,-1.505,-1.576666667,-0.209,-0.335,1.85,1.03,0,0,NA
PUMA_20150209_060000.wav,-1.48,-1.64,-0.319,-0.005,1.75,1.005,0,0,NA
PUMA_20150209_061500.wav,-1.39,-1.873333333,-0.382,0.035,1.923333333,0.998,0,0,NA
PUMA_20150209_063000.wav,-1.725,-1.463333333,-0.208,-0.245,1.873333333,1.134,0,0,NA
PUMA_20150209_064500.wav,-1.69,-1.51,-0.187,-0.34,1.713333333,1.131,0,0,NA
PUMA_20150209_070000.wav,-1.695,-1.56,-0.196,-0.43,1.896666667,1.039,0,0,NA
PUMA_20150209_071500.wav,-1.75,-1.713333333,-0.179,-0.43,1.903333333,1.098,0,0,NA
PUMA_20150209_073000.wav,-1.695,-1.493333333,-0.207,-0.345,1.676666667,1.076,0,0,NA
PUMA_20150209_074500.wav,-1.68,-1.753333333,-0.216,-0.34,1.713333333,1.089,0,0,NA
PUMA_20150209_080000.wav,-1.65,-1.593333333,-0.255,-0.23,1.92,1.092,0,0,NA
PUMA_20150210_054500.wav,0.87,-3.593333333,-2.565,4.175,4.12,1.084,0,0,NA
PUMA_20150210_061500.wav,-1.92,-1.483333333,-0.098,-0.495,1.766666667,1.157,0,0,NA
PUMA_20150210_063000.wav,-1.37,-1.75,-0.356,0.425,2.35,1.098,0,0,NA
PUMA_20150210_064500.wav,-1.24,-1.963333333,-1.692,0.685,2.203333333,0.901,0,0,NA
PUMA_20150210_070000.wav,-1.185,-1.953333333,-1.294,0.68,2.093333333,0.893,0,0,NA
PUMA_20150210_071500.wav,-1.395,-2.756666667,-1.099,1.42,5.35,2.326,0,0,NA
PUMA_20150210_073000.wav,-2.83,-2.543333333,-1.852,1.035,3.6,2.589,0,0,NA
PUMA_20150210_074500.wav,-0.86,-2.536666667,-1.591,2.935,4.703333333,1.549,0,0,NA
PUMA_20150210_080000.wav,-0.855,-2.79,-1.893,3.555,2.38,1.106,0,0,NA
PUMA_20150211_054500.wav,-1.61,-1.673333333,-0.802,1.95,1.843333333,1.143,0,0,NA
PUMA_20150211_060000.wav,-1.51,-1.663333333,-0.542,0.835,1.693333333,1.134,0,0,NA
PUMA_20150211_061500.wav,-1.425,-1.846666667,-0.618,0.195,1.753333333,1.036,0,0,NA
PUMA_20150211_063000.wav,-1.465,-1.813333333,-0.229,-0.065,1.653333333,1.123,0,0,NA
PUMA_20150211_064500.wav,-1.42,-1.726666667,-1.337,0.045,1.79,1.109,0,0,NA
PUMA_20150211_070000.wav,-1.405,-1.64,-0.394,-0.045,1.886666667,1.096,0,0,NA
PUMA_20150211_071500.wav,-1.87,-2.05,-1.179,0.11,2.78,1.419,0,0,NA
PUMA_20150211_073000.wav,-1.445,-1.886666667,-0.709,0.025,2.126666667,1.16,0,0,NA
PUMA_20150211_074500.wav,-1.505,-1.943333333,-0.395,0.17,2.273333333,1.176,0,0,NA
PUMA_20150211_080000.wav,-1.78,-3.066666667,-3.166,7.085,2.58,1.183,0,0,NA
PUMA_20150212_054500.wav,-3.24,-1.973333333,-1.221,1.42,5.413333333,3.205,0,0,NA
PUMA_20150212_060000.wav,-0.06,-2.396666667,-2.564,2.7,3.716666667,0.605,0,0,NA
PUMA_20150212_061500.wav,-0.75,-2.106666667,-2.406,2.84,5.136666667,1.016,0,0,NA
PUMA_20150212_064500.wav,-4.405,-4.196666667,-1.996,2.34,8.256666667,3.795,0,0,NA
PUMA_20150212_070000.wav,-0.155,-2.056666667,-1.819,2.26,2.523333333,0.753,0,0,NA
PUMA_20150212_071500.wav,0.275,-2.16,-1.84,2.83,2.186666667,0.522,0,0,NA
PUMA_20150212_073000.wav,-0.8,-2.62,-2.63,2.8,3.546666667,0.827,0,0,NA
PUMA_20150212_074500.wav,-0.72,-2.506666667,-2.006,3.08,2.71,0.598,0,0,NA
PUMA_20150212_080000.wav,-1.415,-2.926666667,-2.235,3.18,3.43,0.707,0,0,NA
PUMA_20150213_054500.wav,-1.2,-3.163333333,-1.955,2.765,3.756666667,1.275,0,0,NA
PUMA_20150213_060000.wav,0.475,-3.2,-3.426,4.145,3.233333333,0.69,0,0,NA
PUMA_20150213_063000.wav,-4.265,-4.456666667,-2.587,3.215,5.31,2.44,0,0,NA
PUMA_20150213_064500.wav,-0.225,-3.236666667,-2.11,3.545,3.8,1.357,0,0,NA
PUMA_20150213_070000.wav,-0.415,-3.72,-2.689,3.93,5.46,1.966,0,0,NA
PUMA_20150213_071500.wav,-2.675,-3.81,-2.667,3.965,5.176666667,2.342,0,0,NA
PUMA_20150213_073000.wav,0.425,-2.316666667,-1.897,3.865,2.766666667,0.909,0,0,NA
PUMA_20150213_074500.wav,0.19,-2.996666667,-1.891,3.165,3.826666667,1.319,0,0,NA
PUMA_20150213_080000.wav,-3.1,-3.42,-2.257,3.625,4.746666667,2.101,0,0,NA
PUMA_20150214_054500.wav,-2.665,-2.693333333,-1.672,3.145,1.976666667,1.239,0,0,NA
PUMA_20150214_060000.wav,0.51,-2.026666667,-2.347,3.775,2.146666667,0.309,0,0,NA
PUMA_20150214_063000.wav,0.62,-3.16,-3.032,3.505,3,0.409,0,0,NA
PUMA_20150214_071500.wav,1.24,-2.523333333,-2.337,3.77,2.306666667,-0.079,0,0,NA
PUMA_20150214_074500.wav,-1.235,-3.293333333,-2.581,2.395,6.106666667,1.349,0,0,NA
PUMA_20150214_080000.wav,0.275,-2.806666667,-1.664,2.955,4.206666667,1.053,0,0,NA
PUMA_20150215_054500.wav,-3.305,-3.5,-2.371,4.1,5.656666667,3.19,0,0,NA
PUMA_20150215_060000.wav,-2.915,-2.016666667,-1.358,1.835,6.303333333,3.175,0,0,NA
PUMA_20150215_061500.wav,-0.35,-2.256666667,-1.556,2.17,3.033333333,0.617,0,0,NA
PUMA_20150215_063000.wav,0.005,-2.286666667,-1.882,2.365,2.883333333,0.483,0,0,NA
PUMA_20150215_064500.wav,-0.38,-2.04,-1.379,1.755,2.313333333,0.576,0,0,NA
PUMA_20150215_070000.wav,-0.565,-2.26,-1.648,1.59,2.446666667,0.564,0,0,NA
PUMA_20150215_071500.wav,-1.165,-2.28,-1.474,1.81,2.626666667,1.385,0,0,NA
PUMA_20150215_073000.wav,-1.715,-3.226666667,-1.736,1.835,3.793333333,2.588,0,0,NA
PUMA_20150215_080000.wav,-0.16,-2.616666667,-1.588,2.23,3.096666667,0.89,0,0,NA
PUMA_20150216_054500.wav,0.505,-1.896666667,-1.345,2.18,2.026666667,0.623,0,0,NA
PUMA_20150216_060000.wav,0.44,-2.686666667,-2.396,2.785,3.29,0.464,0,0,NA
PUMA_20150216_064500.wav,-6.01,-6.156666667,-1.975,2.46,11.80333333,6.739,0,0,NA
PUMA_20150216_070000.wav,-3.385,-4.62,-1.714,2.145,7.693333333,2.284,0,0,NA
PUMA_20150216_071500.wav,0.8,-2.073333333,-1.557,2.615,2.38,0.439,0,0,NA
PUMA_20150216_073000.wav,-0.465,-2.403333333,-1.664,2.795,5.396666667,1.546,0,0,NA
PUMA_20150216_074500.wav,-2.955,-3.553333333,-1.92,2.665,5.01,3.008,0,0,NA
PUMA_20150216_080000.wav,-0.88,-2.743333333,-2.385,3.88,4.923333333,1.917,0,0,NA
PUMA_20150217_060000.wav,0.485,-2.233333333,-2.188,2.575,2.43,0.347,0,0,NA
PUMA_20150217_061500.wav,-0.71,-2.77,-2.44,2.35,3.756666667,0.909,0,0,NA
PUMA_20150217_063000.wav,-0.665,-2.316666667,-1.51,2.135,3.086666667,1.155,0,0,NA
PUMA_20150217_064500.wav,-0.005,-2.346666667,-1.45,2.14,3.413333333,0.873,0,0,NA
PUMA_20150217_070000.wav,-0.745,-2.793333333,-1.756,2.39,4.183333333,1.059,0,0,NA
PUMA_20150217_071500.wav,-0.565,-2.786666667,-1.554,2.39,3.69,0.915,0,0,NA
PUMA_20150217_073000.wav,0.265,-2.346666667,-2.027,2.225,2.49,0.81,0,0,NA
PUMA_20150217_074500.wav,-0.22,-2.923333333,-1.679,2.35,3.493333333,0.835,0,0,NA
PUMA_20150217_080000.wav,0.535,-2.46,-1.799,2.85,2.873333333,0.559,0,0,NA
PUMA_20150218_060000.wav,2.18,-2.413333333,-3.033,5.28,2.486666667,0.054,0,0,NA
PUMA_20150218_063000.wav,1.875,-2.74,-3.149,4.625,2.19,0.027,0,0,NA
PUMA_20150218_064500.wav,-0.73,-4.066666667,-2.684,4.315,6.79,1.911,0,0,NA
PUMA_20150218_070000.wav,1.745,-2.746666667,-2.828,4.835,2.293333333,-0.191,0,0,NA
PUMA_20150218_071500.wav,1.265,-2.15,-1.682,3.235,1.783333333,-0.113,0,0,NA
